parça boyama,garment dyeing
askılı taşıma sistemi,garment handling system
askıda giysi çatısı,"garment on hanger container, hangtainer"
lal taşı,garnet
granat mineral grubu,garnet group; garnets
ikili palanga,garnet; Spanish burton
garig,garrigue; phrygana
gaz,gas
gaz soğurma,gas absorption
gaz analizi,gas analysis
gaz analizörü,gas analysis apparatus; gas analyzer
gaz antiçözgen süreci,gas antisolvent process
gaz kesesi,gas bladder; swim bladder
gaz örtüsü,gas blanket
gaz üflemeli kesici,gas blast circuit breaker
gaz yakmacı,gas burner
gaz santrifüjü,gas centrifuge
gaz kromatografisi,gas chromatography
gaz kömürü,gas coal
gaz toplayıcı,gas collector
gaz sabiti,gas constant
ideal gaz sabiti,gas constant; ideal gas constant; molar gas constant; universal gas constant
gaz soğutmalı reaktör,gas cooled reactor; GCR
gaz tüpü,gas cylinder; gas tank
gaz dedektörü,gas detector
gaz dinamiği,gas dynamics
gaz haslığı,gas fading fastness
gaz akışlı orantılı sayaç,gas flow proportional counter
koruyucu atmosferde ambalajlama,gas flush packing; modified atmosphere packaging
gaz galerisi,gas gallery
gaz üreteci,gas generator
dev gezegen,gas giant; giant planet
gaz deposu,gas holder; gasometer
gaz kalıntısı,gas inclusion; gas pocket; gaseous inclusion
gaz belirteci,gas indicator
gaz enjeksiyon kuyusu,gas injection well
gaz yasaları,gas laws
gaz maskesi,gas mask
gaz membran süreci,gas membrane process
gazölçer derisi,gas meter leather
ani gaz boşalması,gas outburst
gaz fazı,gas phase; gaseous phase
gaz basıncı,gas pressure
gaz basınç düzenleyicisi,gas pressure regulator; gas regulator
gaz arıtma,gas purification
doğalgaz hazne kayası,gas reservoir rock; natural gas reservoir; natural gas reservoir rock
gaz yıkayıcı,gas scrubber; wet collector; wet scrubber
gaz sıyırma,gas stripping
gaz sızdırmaz,gas tight
gaz yıkama şişesi,gas washing bottle
gaz difüzyon yöntemi,gaseous diffusion; gaseous diffusion process
gaz salımı,gaseous emission
gaz bulutsu,gaseous nebula
kirletici gaz,gaseous pollutant
gazlı pınar,gaseous spring
gazlı sayaç,gas-filled counter
gazlaştırma,gasification
conta,gasket; sealing ring
gaz-sıvı arayüzey alanı,gas-liquid interfacial area
gaz-sıvı ayırıcı,gas-liquid separator
alkollü benzin,gasohol
gaz-petrol ayırıcı,gas-oil separator; oil and gas separator
benzin,gasoline
benzin motoru,gasoline engine
benzin oksijenat,gasoline oxygenate
gaspeit,gaspeite
gazelenmiş iplik,gassed yarn; singeid yarn
gazaltı kaynağı,gas-shielded arc welding; inert gas arc welding; inert gas shielded arc welding
yalazlama,gassing; singeing
Greenwich anlık yıldız zamanı,GAST; Greenwich apparent sidereal time
gastrik seka,gastric caeca; midgut caeca
şef hücre,gastric chief cell; gastric zymogenic cell; peptic cell
mide sıvısı,gastric fluid; gastric juice
özgül mide unsuru,gastric intrinsic factor; intrinsic factor
mide yıkaması,gastric irrigation; gastric lavage; stomach pumping
taşlık,gastric mill; gigerium; gizzard; ventriculus
gastroenterit,gastroenteritis
gastrointestinal,gastrointestinal
gastronorm,gastronorm
gastrula,gastrula
gastrulasyon,gastrulation
döküm ağzı,gate
geçit,gate
kapı,gate
kapı,gate
kapı dizilimi,gate array
sürgülü vana,gate valve; slide valve; sluice valve
geçitlemeli görüntüleme,gated imaging
kapaklı dolusavak,gated spillway
geçit denetçisi,gatekeeper
ağ geçit yönlendirici,gateway router; gateway host
geçit noktası,gateway; gateway point
ağ geçidi,gateway; internetwork connection
toplayıcı konveyör,gathering belt; gathering conveyor
cam elleçleme çubuğu,gathering iron; punty
pota halkası,gathering ring; pot ring
geçitleme işareti,gating signal
konikbaşlı çekirgeler,gaudy grasshoppers
ayar,gauge
ayar bozonu,gauge boson
ayar grubu,gauge group
ayar değişmezliği,gauge invariance
mastar uzunluğu,gauge length
kalınlık ayar silindiri,gauge roller
ayar kuramları,gauge theory
ayar dönüşümleri,gauge transformations
büyük taşıt uyarısı,gauge warning; oversize warning
ölçüm kuyusu,gauge well
Lambert açı koruyan konik izdüşüm,Gauss conformal conical map projection; Lambert conformal conical map projection
Gauss eğriliği,Gauss curvature; Gaussian curvature
Gauss yasası,Gauss' law
Gauss kopulası,Gaussian copula
normal dağılım,Gaussian distribution; normal distribution; normal law
Gauss tamsayısı,Gaussian integer
Gauss karışım modeli,"Gaussian mixture model, GMM"
Gauss gürültüsü,Gaussian noise
Gauss süreci,Gaussian process
kriging,Gaussian process regression; kriging
Gauss darbesi,Gaussian pulse
Gauss beyaz gürültü,Gaussian white noise process
Gauss-Jordan eleme yöntemi,Gauss-Jordan elimination method; row reduction method
Gauss-Krüger izdüşümü,Gauss-Lambert projection; Gauss conformal map projection; Gauss Kruger map projection; transverse Mercator map projection
Gauss-Markov teoremi,Gauss-Markov assumptions; Gauss–Markov theorem
Gauss-Markov teoremi,Gauss-Markov theorem
manyetometre,gaussmeter; magnetometer; teslameter
gaze numarası,gauze number
gavaj,gavage; tube feeding
Gay-Lussac yasası,Gay-Lussac's law
gaylüsit,gaylussite
gazanya,gazania; treasure flower
bakış yönü,gaze direction
yer adları sözlüğü,gazetteer
gaspaçyo,gazpacho
tane sınırı dislokasyonu,GBD; grain boundary dislocation
asma Bulgar latent virüsü,GBLV; grapevine Bulgarian latent virus
GC kutusu,GC box; GSG box
zencefil klorotik leke virüsü,GCFV; ginger chlorotic fleck virus
asma krom mozaik virüsü,GCMV; grapevine chrome mosaic virus
Yer merkezli göksel referans sistemi,GCRS; geocentric celestial reference system
gayrisafi yurtiçi hasıla açığı,GDP gap; output gap
gayrisafi yurtiçi hasıla,GDP; gross domestic product
guanozin difosfat,GDP; guanosine diphosphate
jeoantiklinal,geanticlinal; geanticline; geoanticline
dişli çark,gear
dişli kutusu,gear box
hatve,gear pitch
dişli pompa,gear pump
dişli oranı,gear ratio
vites kutusu,gearbox; transmission
kreynli dökme yük gemisi,geared bulk carrier; self sustaining bulk carrier
vinçli gemi,geared ship; lift-on/lift-off ship
dişli çekiş,geared traction
dişlisiz çekiş,gearless traction
gecekondu,gecekondu; informal self-built housing
geko olayı,gecko effect
Geiger-Müller sayacı,Geiger-Müller counter
jel,gel
jel çimentosu,gel cement
jel boyama,gel dyeing
jel elektroforezi,gel electrophoresis
jelleşme,gel formation; gelation; gelling
jel noktası,gel point
jel polimer,gel polymer
Gelasiyen,Gelasian
jelatinleşme,gelatification; gelatinization
jelatin,gelatin
pembekurtlar,gelechiid moths; twirler moths
gellan zamk,gellan gum
ikiz ünsüz,geminate; geminate consonant
Geminiviridae,Geminiviridae
gemma,gemma
gemoloji,gemmology; gemology
gemula,gemmule
gena,gena
GenBank,GenBank
soket değiştirici,gender changer; sex changer
cinsiyete bağlı dil,genderlect
gen aktifleştirici protein,gene activator protein
gen bankası,gene bank
genetik taşıyıcı,gene carrier; gene vector; genetic carrier; genetic vehicle
gen klonlaması,gene cloning
gen kümesi,gene cluster
gen düzenleme bölgesi,gene control region
gen kopya sayısı,gene dosage
gen ifadesi,gene expression
gen ifade analizi,gene expression profiling
gen ailesi,gene family
gen kaynaştırımı,gene fusion
gen indüklenmesi,gene induction
gen etkileşimi,gene interaction
gen ifadesini etkisizleştirme,gene knockout
gen kütüphanesi,gene library; genomic DNA library
gen haritası,gene map
genetik haritalama,gene mapping; genetic mapping
gen mutasyonu,gene mutation
gen havuzu,gene pool
gen ürünü,gene product
gen düzenleme,gene regulation
gen düzenleyici ağ,gene regulatory network; genetic regulatory network
gen düzenleyici protein,gene regulatory protein
gen ikame tedavisi,gene replacement; gene replacement therapy
gen baskılayıcı protein,gene repressor protein
gen susturma,gene silencing
gen tedavisi,gene therapy
gen,gene; hereditary factor
sistemik etki,general action; systemic action
müşterek avarya,general average
müşterek avarya raporu,general average statement
kırkambar yük gemisi,general cargo ship; general cargo vessel
atmosferin genel dolaşımı,general circulation; general circulation of the atmosphere; global circulation of the atmosphere; planetary circulation
genel kombinasyon yeteneği,general combining ability
genel şartname,general conditions; general specifications
baş hukuk müşaviri,"general counsel; chief counsel, chief legal officer"
genel doğrusal grup,general linear group
genel dilbilim,general linguistics
genel sesbilgisi,general phonetics
genel önerme,general proposition
genel çözüm,general solution
türevsel denklemin genel çözümü,general solution
genel grev,general strike
genelleştirebilme yeteneği,generalization ability
genelleştirme hatası,"generalization error; out-of-sample error; expected loss, expected risk"
genelleştirilmiş sınır koşulu,generalized boundary condition; generalized charateristic boundary condition
asal koordinatlar,generalized coordinates; modal coordinates; normal coordinates; principal coordinates
genelleşmiş sezdirim,generalized implicature; generalized conversational implicature
genelleştirilmiş doğrusal model,generalized linear model
genelleştirilmiş litostratigrafik kolon kesit,generalized lithostratigraphic columnar section
genellikle güvenli kabul edilen,generally recognized as safe; generally regarded as safe
yardımcı bıçak,general-purpose knife; utility knife
genel amaçlı programlama dili,general-purpose programming language
genel amaçlı yazmaç,general-purpose register
oluşturulan trafik,generated traffic; induced traffic
döl,generation
kuşak,generation
oluşum süresi,generation time
üremsel,generative
etken ikidillilik,generative bilingualism
generatif hücre,generative cell
generatif büyüme,generative growth
generatif hif,generative hypha
üretici model,generative model
generatif dönem,generative period; generative phase; generative stage
eşeyli çoğalma,generative reproduction; seminal propagation; sexual propagation; sexual reproduction
üreteç,generator
üreteç,generator
üretici program,generator program
doğuray,generatrix
koni doğurayı,generatrix of a cone
jenerik ilaç,generic drug
genelgeçer arayüz,generic interface
bağlama özgü işlem,generic operation
genel nokta,generic point
ürüne özgü olmayan sistem,generic production system
özdeş gen,genes identical by descent; identical gene
tamamlayıcı gen etkisi,genes in the same pathway
genetik karışım,genetic admixture
genetik ilerleme,genetic advance; genetic gain
genetik algoritma,genetic algorithm
gen tavlaması,genetic annealing
genetik birliktelik,genetic association
genetik kapasitör,genetic capacitor
iklimlerin genetik sınıflanması,genetic classification of climates
genetik şifre,genetic code
genetik uyumsuzluk,genetic discordance
genetik çeşitlilik,genetic diversity; genetic variation
kalıtsal sürüklenme,genetic drift
genetik materyal,genetic elements; genetic material
genetik mühendisliği,genetic engineering; genetic manipulation; genetic modification
genetik epidemiyoloji,genetic epidemiology
gen erozyonu,genetic erosion
kalıtsal sabitlenme,genetic fixation
genetik heterojenlik,genetic heterogeneity; genocopy
genomik damgalama,genetic imprinting; genomic imprinting; parental imprinting
kalıtsal bilgi,genetic information
soyaçekim,genetic inheritance
genetik evirme,genetic inversion
genetik izolasyon,genetic isolation
genetik bağlantı,genetic linkage
genetik ayakbağı,genetic load
mutasyon,genetic mutation; mutation
genetik kirlilik,genetic pollution
rekombinasyon,genetic recombination; genetic reshuffling; recombination
genetik rezerv,genetic reserve; gene reserve
genetik tarama,genetic screening
genetik yatkınlık,genetic susceptibility
genetik toksikoloji,genetic toxicology
genetik dönüşüm,genetic transformation
genetik varyans,genetic variance
genetiği değiştirilmiş organizma,genetically engineered organism; genetically modified organism; transgenic organism
genetiği değiştirilmiş hayvan,genetically modified animal; transgenic animal
genetiği değiştirilmiş pamuk,genetically modified cotton; transgenic cotton
genetiği değiştirilmiş bitki,genetically modified plant; transgenic plant
gıdada genetik-fizyolojik kusur,genetic-physiological food defect
genetik bilimi,genetics
genital seta,genital seta
cenova yelken,genoa jib
jenuaz,"genoise, Genoese cake; Genovese cake"
genom,genome
genom mutasyonu,genome mutation
genom düzenleyici protein,genome regulator protein
genom çapında ilişkilendirme çalışmaları,genome-wide association study; GWA study; GWAS; whole genome association study
genomik DNA,genomic DNA
genomik kararsızlık,genomic instability
genombilim,genomics
genotoksik,genotoxic
genotoksisite,genotoxicity
genotip,genotype
genotip sıklığı,genotype frequency
genotipik eşey belirlenmesi,genotypic sex determination
genotipik değer,genotypic value
genotipleme,genotyping
yumuşak rüzgâr,gentle breeze
çok açık kıvrım,gentle fold
hafif dalımlı normal kıvrım,gently plunging upright fold
genu,genu
cins,genus
GEO600,GEO600
coğrafi perdeleme,geoblocking; geofiltering; geographical blocking; georestriction
Yer merkezli,geocentric
yermerkezli,geocentric
Yer merkezli koordinatlar,geocentric coordinates
Yer merkezli yerçekim sabiti,geocentric gravitational constant
yermerkezli enlem,geocentric latitude
